Bil.,NAMA IPT,"KATEGORI PPT
(IPTA/ IPTS)",,NEGARA,
,UNIVERSITY OF LIBYA,2,02633,,Both
,UNIVERSITY OF LINCOLN/ UNIVERSITY OF LINCOLNSHIRE & HUMBERSIDE,2,02634,,Both
,UNIVERSITY OF LIVERPOOL,2,02635,,Both
,UNIVERSITY OF LONDON,2,02636,,Both
,UNIVERSITY OF LONDON - THE SCHOOL OF PHARMACY / UNIVERSITY COLLEGE LONDON,2,02637,,Both
,UNIVERSITY OF LOUISIANA,2,02638,,Both
,"UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE, LOUISVILLE",2,02639,,Both
,"UNIVERSITY OF LOUISVILLE, LOUISVILLE, KENTUCKY",2,02640,,Both
,"UNIVERSITY OF LUCKNOW - G.S.V.M. MEDICAL COLLEGE, KANPUR",2,02641,,Both
,"UNIVERSITY OF LUCKNOW. - KING GEORGES MEDICAL COLLEGE, LUCKNOW",2,02642,,Both
,UNIVERSITY OF MADHURAI OR MADURAI KAMARAJ UNIVERSITY,2,02643,,Both
,UNIVERSITY OF MADRAS,2,02644,,Both
,UNIVERSITY OF MADRID,2,02645,,Both
,UNIVERSITY OF MAINE,2,02646,UNITED STATES,Both
,"UNIVERSITY OF MAINE AT ORONO, ORONO, MAINE",2,02647,,Both
,UNIVERSITY OF MALAYA,2,02648,,Both
,UNIVERSITY OF MANCHESTER,2,02649,,Both
,UNIVERSITY OF MANCHESTER INSTITUTE OF SCIENCE AND TECHNOLOGY,2,02650,,Both
,UNIVERSITY OF MANDALAY,2,02651,,Both
,"UNIVERSITY OF MANITOBA, WINNIPEG",2,02652,,Both
,UNIVERSITY OF MANSOURA,2,02653,,Both
,"UNIVERSITY OF MARY HARDIN, BELTON, TEXAS",2,02654,,Both
,"UNIVERSITY OF MARY WASHINGTON/ MARY WASHINGTON COLLEGE, FREDERICKSBURG, VIRGINIA",2,02655,,Both
,"UNIVERSITY OF MARY, BISMARCK, NORTH DAKOTA",2,02656,,Both
,"UNIVERSITY OF MARYLAND - BALTIMORE, BALTIMORE (UMAB), MARYLAND",2,02657,,Both
,"UNIVERSITY OF MARYLAND AT COLLEGE PARK, COLLEGE PARK, MARYLAND",2,02658,,Both
,"UNIVERSITY OF MARYLAND EASTERN SHORE (UMES), PRINCESS ANNE, MARYLAND",2,02659,,Both
,"UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE, BALTIMORE, MARYLAND",2,02660,,Both
,"UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE, COLLEGE PARK (UMUC), MARYLAND",2,02661,,Both
,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY (UMBC), MARYLAND",2,02662,,Both
,"UNIVERSITY OF MASSACHUSETTS AMHERST, AMHERST, MASSACHUSETTS",2,02663,,Both
,"UNIVERSITY OF MASSACHUSETTS AT BUFFALO, AMHERST, MASSACHUSETTS",2,02664,,Both
,"UNIVERSITY OF MASSACHUSETTS BOSTON, BOSTON, MASSACHUSETTS",2,02665,,Both
,"UNIVERSITY OF MASSACHUSETTS LOWELL, LOWELL, MASSACHUSETTS",2,02666,,Both
,"UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY, NEWARK, NEW JERSEY",2,02667,,Both
,"UNIVERSITY OF MEMPHIS/ MEMPHIS STATE UNIVERSITY, MEMPHIS",2,02668,,Both
,"UNIVERSITY OF MIAMI, CORAL GABLES, FLORIDA",2,02669,,Both
,UNIVERSITY OF MICHIGAN,2,02670,,Both
,UNIVERSITY OF MINNESOTA,2,02671,UNITED STATES,Both
,"UNIVERSITY OF MINNESOTA, DULUTH, MINNESOTA",2,02672,UNITED STATES,Both
,"UNIVERSITY OF MINNESOTA, MORRIS, MINNESOTA",2,02673,UNITED STATES,Both
,"UNIVERSITY OF MINNESOTA, TWIN CITIES MINNEAPOLIS, MINNESOTA",2,02674,,Both
,"UNIVERSITY OF MISSISSIPPI, MISSISSIPPI",2,02675,UNITED STATES,Both
,"UNIVERSITY OF MISSISSIPPI, SCHOOL OF MEDICINE, JACKSON, MISSISSIPPI",2,02676,,Both
,UNIVERSITY OF MISSOURI,2,02677,UNITED STATES,Both
,"UNIVERSITY OF MISSOURI–KANSAS CITY/ UNIVERSITY OF MISSOURI, KANSAS CITY, MISSOURI",2,02678,UNITED STATES,Both
,"UNIVERSITY OF MISSOURI-ST. LOUIS, ST. LOUIS, MISSOURI",2,02679,,Both
,"UNIVERSITY OF MONTANA, MISSOULA, MONTANA",2,02680,,Both
,UNIVERSITY OF MONTREAL,2,02681,,Both
,UNIVERSITY OF MOSUL,2,02682,,Both
,UNIVERSITY OF MYSORE,2,02683,,Both
,"UNIVERSITY OF NAGPUR - MEDICAL COLLEGE, NAGPUR",2,02684,,Both
,UNIVERSITY OF NEBRASKA,2,02685,UNITED STATES,Both
,"UNIVERSITY OF NEBRASKA AT OMAHA, OMAHA, NEBRASKA",2,02686,UNITED STATES,Both
,"UNIVERSITY OF NEBRASKA, LINCOLN, NEBRASKA",2,02687,,Both
,UNIVERSITY OF NEVADA,2,02688,UNITED STATES,Both
,"UNIVERSITY OF NEVADA, LAS VEGAS, NEVADA",2,02689,UNITED STATES,Both
,"UNIVERSITY OF NEVADA, RENO, NEVADA",2,02690,,Both
,UNIVERSITY OF NEW BRUNSWICK,2,02691,,Both
,UNIVERSITY OF NEW BURNSWICK,2,02692,,Both
,"UNIVERSITY OF NEW ENGLAND, RIDDEFORD, MAINE",2,02693,,Both
,"UNIVERSITY OF NEW HAMPSHIRE, DURHAM, NEW HAMPSHIRE",2,02694,,Both
,"UNIVERSITY OF NEW HAVEN, WEST HAVEN, CONNCETICUT",2,02695,,Both
,"UNIVERSITY OF NEW MEXICO, ALBUQUERQUE, NEW MEXICO",2,02696,,Both
,"UNIVERSITY OF NEW ORLEANS, NEW ORLEANS, LOUISIANA",2,02697,,Both
,UNIVERSITY OF NEW ZEALAND,2,02698,,Both
,UNIVERSITY OF NEWCASTLE,2,02699,,Both
,"UNIVERSITY OF NORTH ALABAMA, FLORENCE, ALABAMA",2,02700,,Both
,UNIVERSITY OF NORTH CAROLINA,2,02701,UNITED STATES,Both
,"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",2,02702,UNITED STATES,Both
,"UNIVERSITY OF NORTH CAROLINA, CHARLOTTE",2,02703,,Both
,"UNIVERSITY OF NORTH DAKOTA, GRAND FORKS, NORTH DAKOTA",2,02704,,Both
,UNIVERSITY OF NORTH LONDON (NORTH EAST LONDON POLYTECHNIC),2,02705,,Both
,"UNIVERSITY OF NORTH TEXAS, DENTON, TEXAS",2,02706,,Both
,"UNIVERSITY OF NORTH TEXAS/ NORTH TEXAS STATE UNIVERSITY, DENTON, TEXAS",2,02707,,Both
,"UNIVERSITY OF NORTHERN IOWA, CEDAR FALLS",2,02708,,Both
,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE (NEWCASTLE POLYTECHNIC),2,02709,,Both
,"UNIVERSITY OF NOTRE DAME, NOTRE DAME, INDIANA",2,02710,,Both
,UNIVERSITY OF NOTTINGHAM,2,02711,,Both
,"UNIVERSITY OF OKLAHOMA HEALTH SCIENCE CENTER, OKLAHOMA CITY, OKLAHOMA",2,02712,,Both
,"UNIVERSITY OF OKLAHOMA SCHOOL OF MEDICINE, OKLAHOMA CITY",2,02713,,Both
,"UNIVERSITY OF OKLAHOMA, NORMAN, OKLAHOMA",2,02714,,Both
,"UNIVERSITY OF ORANGE FREE STATE, BLOEMFONTEIN",2,02715,,Both
,"UNIVERSITY OF OREGON MEDICAL SCHOOL, PORTLAND",2,02716,,Both
,"UNIVERSITY OF OREGON, DENTAL SCHOOL, PORTLAND",2,02717,,Both
,"UNIVERSITY OF OREGON, EUGENE, ORGEON",2,02718,NEW ZEALAND,Both
,UNIVERSITY OF OTAGO,2,02719,,Both
,UNIVERSITY OF OTTAWA,2,02720,,Both
,UNIVERSITY OF OXFORD,2,02721,,Both
,"UNIVERSITY OF PATNA - PRINCE OF WALES MEDICAL COLLEGE, PATNA OR PATNA MEDICAL COLLEGE",2,02722,,Both
,"UNIVERSITY OF PENNSYLVANIA, PHILADELPHIA",2,02723,,Both
,"UNIVERSITY OF PESHAWAR - AYUB MEDICAL COLLEGE, ABBOTTABAD",2,02724,,Both
,UNIVERSITY OF PESHAWAR - KHYBER MEDICAL COLLEGE,2,02725,,Both
,UNIVERSITY OF PHILADELPHIA,2,02726,,Both
,"UNIVERSITY OF PHOENIX. PHOENIX, ARIZONA",2,02727,,Both
,"UNIVERSITY OF PITTSBURG AT BRADFORD, PENNSYLVANIA",2,02728,,Both
,"UNIVERSITY OF PITTSBURGH AT JOHNSTOWN, JOHNSTOWN, PENNSYLVANIA",2,02729,,Both
,"UNIVERSITY OF PITTSBURGH, PITTSBURGH, PENNSYLVANIA",2,02730,,Both
,"UNIVERSITY OF PITTSBURGH, SCHOOL OF MEDICINE, PENNSYLVANIA",2,02731,,Both
,UNIVERSITY OF PLYMOUTH (PLYMOUTH POLYTECHNIC),2,02732,,Both
,UNIVERSITY OF PONDICHERY - JAWAHARLAL INSTITUTE OF POSTGRADUATE MEDICAL EDUCATION AND RESEARCH,2,02733,,Both
,"UNIVERSITY OF POONA - ARMED FORCES MEDICAL COLLEGE, POONA",2,02734,,Both
,"UNIVERSITY OF POONA - B.J. MEDICAL COLLEGE, POONA",2,02735,,Both
,"UNIVERSITY OF PORTLAND, PORTLAND, OREGON",2,02736,,Both
,UNIVERSITY OF PORTSMOUTH (PORTSMOUTH POLYTECHNIC),2,02737,,Both
,UNIVERSITY OF PRETORIA,2,02738,,Both
,UNIVERSITY OF PRINCE EDWARD ISLAND,2,02739,,Both
,"UNIVERSITY OF PUERTO RICO, SAN JUAN, RIO PIEDRAS",2,02740,,Both
,"UNIVERSITY OF PUGET SOUND, TACOMA, WASHINGTON",2,02741,,Both
,UNIVERSITY OF PUNJAB,2,02742,,Both
,"UNIVERSITY OF QUAID-E-AZAM, ISLAMABAD - ARMY MEDICAL COLLEGE, RAWALPINDI",2,02743,,Both
,"UNIVERSITY OF QUEBEC, STE FEY",2,02744,,Both
,UNIVERSITY OF RAJASTHAN,2,02745,,Both
,"UNIVERSITY OF RANCHI - RAJENDRA MEDICAL COLLEGE, RANCHI",2,02746,,Both
,UNIVERSITY OF RANGOON - RANGOON MEDICAL COLLEGE,2,02747,,Both
,UNIVERSITY OF RANGOON. - MANDALAY MEDICAL COLLEGE,2,02748,,Both
,UNIVERSITY OF READING,2,02749,,Both
,"UNIVERSITY OF REGINA, REGINA, SASKATCHEWAN",2,02750,,Both
,"UNIVERSITY OF RHODE ISLAND, SOUTH KINGSTON, RHODE ISLAND",2,02751,,Both
,"UNIVERSITY OF RICHMOND, RICHMOND, VIRGINIA",2,02752,,Both
,"UNIVERSITY OF RIO GRANDE, RIO GRANDE, OHIO",2,02753,,Both
,"UNIVERSITY OF ROCHESTER, ROCHESTER, NEW YORK",2,02754,,Both
,"UNIVERSITY OF SAN DIEGO, SAN DIEGO, CALIFORNIA",2,02755,,Both
,"UNIVERSITY OF SAN FRANCISCO, SAN FRANCISCO, CALIFORNIA",2,02756,,Both
,UNIVERSITY OF SASKATCHEWAN,2,02757,,Both
,UNIVERSITY OF SASKATCHEWAN - COLLEGE OF MEDICINE SASKATOON,2,02758,,Both
,"UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA, CHICKASKA, OKLAHOMA",2,02759,,Both
,"UNIVERSITY OF SCRANTON, SCRANTON, PENNSYLVANIA",2,02760,,Both
,UNIVERSITY OF SHEFFIELD,2,02761,,Both
,UNIVERSITY OF SHERBROOKE,2,02762,,Both
,UNIVERSITY OF SHINSHU,2,02763,,Both
,"UNIVERSITY OF SIND - LIAQUAT MEDICAL COLLEGE, HYDERABAD",2,02764,,Both
,"UNIVERSITY OF SIOUX FALLS/ SIOUX FALLS COLLEGE, SIOUX FALLS, SOUTH DAKOTA",2,02765,,Both
,"UNIVERSITY OF SOUTH ALABAMA, MOBILE, ALABAMA",2,02766,,Both
,UNIVERSITY OF SOUTH AUSTRALIA,2,02767,,Both
,UNIVERSITY OF SOUTH AUSTRALIA (WHYALLA CAMPUS),2,02768,,Both
,"UNIVERSITY OF SOUTH CAROLINA, AIKEN, SOUTH CAROLINA",2,02769,,Both
,"UNIVERSITY OF SOUTH CAROLINA, COLUMBIA, SOUTH CAROLINA",2,02770,,Both
,"UNIVERSITY OF SOUTH CAROLINA, SOUTH CAROLINA",2,02771,,Both
,"UNIVERSITY OF SOUTH CAROLINA-COASTAL CAROLINA, CONWAY",2,02772,,Both
,"UNIVERSITY OF SOUTH DAKOTA, VERMILLION, SOUTH DAKOTA",2,02773,,Both
,"UNIVERSITY OF SOUTH FLORIDA, TAMPA, FLORIDA",2,02774,,Both
,UNIVERSITY OF SOUTH WALES / UNIVERSITY OF GLAMORGAN,2,02775,,Both
,UNIVERSITY OF SOUTHAMPTON,2,02776,,Both
,"UNIVERSITY OF SOUTHERN CALIFORNIA, LOS ANGELES, CALIFORNIA",2,02777,,Both
,"UNIVERSITY OF SOUTHERN CALIFORNIA, SCHOOL OF MEDICINE, LOS ANGELES",2,02778,,Both
,"UNIVERSITY OF SOUTHERN COLORADO, PEUBLO, COLORADO",2,02779,,Both
,UNIVERSITY OF SOUTHERN INDIANA,2,02780,,Both
,"UNIVERSITY OF SOUTHERN INDIANA, EVANSVILLE, INDIANA",2,02781,,Both
,"UNIVERSITY OF SOUTHERN MAINE, PORTLAND, MAINE",2,02782,,Both
,"UNIVERSITY OF SOUTHERN MISSISSIPPI, HATTIESBURG",2,02783,,Both
,UNIVERSITY OF SOUTHERN QUEENSLAND,2,02784,,Both
,UNIVERSITY OF SOUTHERN QUEENSLAND CAMPUS TOOWOOMBA,2,02785,,Both
,UNIVERSITY OF SOUTHERN QUEENSLAND/NMIT,2,02786,,Both
,UNIVERSITY OF ST ANDREWS,2,02787,,Both
,"UNIVERSITY OF ST. FRANCIS/ COLLEGE OF ST. FRANCIS, JOLIET, ILLINOIS",2,02788,,Both
,"UNIVERSITY OF ST. THOMAS, HOUSTON, TEXAS",2,02789,,Both
,"UNIVERSITY OF ST. THOMAS, ST. PAUL, MINNESOTA",2,02790,,Both
,"UNIVERSITY OF STELLENBOSCH, STELLENBOSCH",2,02791,,Both
,UNIVERSITY OF STRATHCLYDE,2,02792,,Both
,UNIVERSITY OF SUNDERLAND (SUNDERLAND POLYTECHNIC),2,02793,,Both
,UNIVERSITY OF SUSSEX,2,02794,,Both
,UNIVERSITY OF SYDNEY,2,02795,,Both
,UNIVERSITY OF TANTA,2,02796,,Both
,UNIVERSITY OF TASMANIA,2,02797,,Both
,UNIVERSITY OF TASMANIA CAMPUS HOBART,2,02798,,Both
,UNIVERSITY OF TECHNOLOGY SYDNEY,2,02799,,Both
,UNIVERSITY OF TEHRAN,2,02800,,Both
,UNIVERSITY OF TENNESSEE,2,02801,UNITED STATES,Both
,"UNIVERSITY OF TENNESSEE-MARTIN, MARTIN, TENNESSEE",2,02802,UNITED STATES,Both
,"UNIVERSITY OF TENNESSEE-MEMPHIS, MEMPHIS, TENNEESSEE",2,02803,,Both
,UNIVERSITY OF TEXAS,2,02804,,Both
,"UNIVERSITY OF TEXAS - PERMIAN BASIN, MID",2,02805,,Both
,"UNIVERSITY OF THE OZARKS, CLARKSVILLE, ARKANSAS",2,02806,,Both
,"UNIVERSITY OF THE PACIFIC, STOCKTON, CALIFORNIA",2,02807,,Both
,UNIVERSITY OF THE RYUKYUS,2,02808,,Both
,"UNIVERSITY OF THE SOUTH, SEWANEE, TENNESSEE",2,02809,,Both
,"UNIVERSITY OF THE STATE OF NEW YORK/ REGENTS COLLEGE/ EXCELSIOR COLLEGE), NEW YORK",2,02810,,Both
,UNIVERSITY OF THE SUNSHINE COAST,2,02811,,Both
,"UNIVERSITY OF THE VIRGIN ISLANDS, VIRGIN ISLANDS",2,02812,,Both
,UNIVERSITY OF THE WEST OF ENGLAND,2,02813,,Both
,UNIVERSITY OF TOKUSHIMA,2,02814,,Both
,UNIVERSITY OF TOKYO,2,02815,,Both
,"UNIVERSITY OF TOLEDO, OHIO",2,02816,,Both
,UNIVERSITY OF TORONTO,2,02817,,Both
,UNIVERSITY OF TOTTORI,2,02818,,Both
,UNIVERSITY OF TSUKUBA,2,02819,,Both
,"UNIVERSITY OF TULSA, TULSA, OKLAHOMA",2,02820,,Both
,"UNIVERSITY OF UDAIPUR, RAJASTHAN",2,02821,,Both
,UNIVERSITY OF ULSAN,2,02822,,Both
,"UNIVERSITY OF UTAH, SALT LAKE CITY, UTAH",2,02823,,Both
,"UNIVERSITY OF UTKAL - S.C.B. MEDICAL COLLEGE, CUTTACK",2,02824,,Both
,"UNIVERSITY OF VERMONT COLLEGE OF MEDICINE, BURLINGTON",2,02825,,Both
,"UNIVERSITY OF VERMONT, BURLINGTON, VERMONT",2,02826,,Both
,"UNIVERSITY OF VIRGINIA, CHARLOTTESVILLE, VIRGINIA",2,02827,,Both
,"UNIVERSITY OF VIRGINIA, CLINCH VALLEY COLLEGE, WISE, VIRGINIA",2,02828,,Both
,UNIVERSITY OF WAIKATO,2,02829,,Both
,UNIVERSITY OF WAKAYAMA,2,02830,,Both
,UNIVERSITY OF WALES (CARDIFF UNIVERSITY),2,02831,,Both
,UNIVERSITY OF WALES COLLEGE OF CARDIFF,2,02832,,Both
,"UNIVERSITY OF WALES, INSTITUTE OF SCIENCES AND TECHNOLOGY",2,02833,,Both
,UNIVERSITY OF WARWICK,2,02834,,Both
,"UNIVERSITY OF WASHINGTON, SEATTLE, WASHINGTON",2,02835,,Both
,UNIVERSITY OF WATERLOO,2,02836,,Both
,UNIVERSITY OF WEST INDIES,2,02837,,Both
,"UNIVERSITY OF WEST LOS ANGELES, LOS ANGELES, CALIFORNIA",2,02838,,Both
,"UNIVERSITY OF WESTERN CAPE, BELVILLE",2,02839,,Both
,UNIVERSITY OF WESTERN ONTARIO,2,02840,,Both
,UNIVERSITY OF WESTERN SYDNEY,2,02841,,Both
,UNIVERSITY OF WESTMINSTER (POLYTECHNIC OF CENTRAL LONDON),2,02842,,Both
,UNIVERSITY OF WINDSOR,2,02843,,Both
,UNIVERSITY OF WINNEPEG,2,02844,,Both
,UNIVERSITY OF WISCONSIN,2,02845,,Both
,"UNIVERSITY OF WITWATERSRAND, JOHANNESBURG",2,02846,,Both
,UNIVERSITY OF WOLLONGONG,2,02847,,Both
,UNIVERSITY OF WOLVERHAMPTON (THE POLYTECHNIC WOLVERHAMPTON),2,02848,,Both
,"UNIVERSITY OF WYOMING, LARAMIE, WYOMING",2,02849,,Both
,UNIVERSITY OF YORK,2,02850,,Both
,UNIVERSITY OF ZAGAZIG,2,02851,,Both
,UNIVERSITY QURAYIWIYEN,2,02852,,Both
,UOW Malaysia KDU College,2,02853,,Both
,"UPPER IOWA UNIVERSITY, FAYETTE, IOWA",2,02854,,Both
,"UPSALA COLLEGE, EAST ORANGE, NEW JERSEY",2,02855,,Both
,"URBANA UNIVERSITY, URBANA",2,02856,,Both
,"URSINUS COLLEGE, COLLEGEVILLE, PENNSYLVANIA",2,02857,,Both
,"URSULINE COLLEGE, CLEVELAND, OHIO",2,02858,,Both
,UTAH STATE AGRICULTURAL COLLEGE,2,02859,,Both
,"UTAH STATE UNIVERSITY, LOGAN, UTAH",2,02860,,Both
,"UTICA COLLEGE OF SYRACUSE UNIVERSITY, UTICA, NEW YORK",2,02861,,Both
,UTKAL UNIVERSITY ORRISA STATE,2,02862,,Both
,UTSONOMIYA UNIVERSITY,2,02863,,Both
,UTSUNOMIYA UNIVERSITY,2,02864,,Both
,"UTTAR PRADESH AGRICULTURAL UNIVERSITY, PANTNAGAR",2,02865,,Both
,"VALDOSTA STATE COLLEGE, VALDOSTA, GEORGIA",2,02866,,Both
,"VALLEY CITY STATE UNIVERSITY/ VALLEY CITY STATE COLLEGE, VALLEY CITY, NORTH DAKOTA",2,02867,,Both
,"VALLEY FORGE CHRISTIAN COLLEGE, PHOENIXVILLE, PENNSYLVANIA",2,02868,,Both
,"VALPARAISO UNIVERSITY, VALPARAISO, INDIANA",2,02869,,Both
,"VANDERBILT UNIVERSITY, NASHVILLE, TENNESSEE",2,02870,,Both
,"VANDERCOOK COLLEGE OF MUSIC, CHICAGO, ILLINOIS",2,02871,,Both
,"VASSAR COLLEGE, POUGHKEEPSIE, NEW YORK",2,02872,,Both
,"VENARD COLLEGE, UNIVERSITY PARK, IOWA",2,02873,,Both
,"VICTORIA COLLEGE OF PHARMACY, MELBOURNE",2,02874,,Both
,VICTORIA UNIVERSITY,2,02875,,Both
,VICTORIA UNIVERSITY OF MANCHESTER,2,02876,,Both
,VICTORIA UNIVERSITY OF TECHNOLOGY,2,02877,,Both
,VICTORIA UNIVERSITY OF WELLINGTON,2,02878,,Both
,VICTORIA UNIVERSITY/ VICTORIA UNIVERSITY OF TECHNOLOGY(FOOTSCRAY CAMPUS),2,02879,,Both
,"VIKRAM UNIVERSITY, UJJAIN - GHANDI MEDICAL COLLEGE, BHOPAL",2,02880,,Both
,"VILLA JULIE COLEGE, STEVENSON, MARYLAND",2,02881,,Both
,"VILLANOVA UNIVERSITY, VILLANOVA, PENNSYLVANIA",2,02882,,Both
,"VINAYAKA MISSIONS SANKARACHARAYAR DENTAL COLLEGE, M.G.R TAMIL NAIDU UNIVERSITY",2,02883,,Both
,"VINAYAKA MISSIONS SANKARACHARAYAR DENTAL COLLEGE, VINAYAKA MISSIONS RESEARCH FOUNDATION, SALEM",2,02884,,Both
,"VINAYAKA MISSIONS UNIVERSITY, AARUPADAI VEEDU MEDICAL COLLEGE, PONDICHERRY",2,02885,,Both
,"VINAYAKA MISSIONS UNIVERSITY, VINAYAKA MISSIONS KIRUPANANDA VARIYAR (VMKV) MEDICAL COLLEGE & HOSPITAL, SALEM, TAMIL NADU SALEM",2,02886,,Both
,"VINAYAKA MISSIONS UNIVERSITY, VINAYAKA MISSIONS MEDICAL COLLEGE, KARAIKAL, PONDICHERRY",2,02887,,Both
,"VIRGINIA COMMONWEALTH UNIVERSITY, RICHMOND, VIRGINIA",2,02888,,Both
,"VIRGINIA INTERMONT COLLEGE, BRISTOL, VIRGINIA",2,02889,,Both
,"VIRGINIA MILITARY INSTITUTE, LEXINGTON, VIRGINIA",2,02890,,Both
,"VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY, BLACKSBURG, VIRGINIA",2,02891,,Both
,"VIRGINIA STATE UNIVERSITY/ VIRGINIA STATE COLLEGE, PETERSBURGH, VIRGINIA",2,02892,,Both
,"VIRGINIA UNION UNIVERSITY, RICHMOND, VIRGINIA",2,02893,,Both
,"VIRGINIA WESLEYAN UNIVERSITY/ VIRGINIA WESLEYAN COLLEGE, NORFOLK, VIRGINIA",2,02894,,Both
,"VITERBO UNIVERSITY/ VITERBO COLLEGE, LA CROSSE, WISCONSIN",2,02895,,Both
,VOLGOGRAD STATE MEDICAL UNIVERSITY/ VOLGOGRAD STATE MEDICAL ACADEMY,2,02896,,Both
,"VOORHEES COLLEGE, DENMARK, SOUTH CAROLINA",2,02897,,Both
,"WABASH COLLEGE, CRAWFORDSVILLE, INDIANA",2,02898,,Both
,"WADHAMS HALL SEMINARY/ COLLEGE OGDENSBURGH, NEW YORK",2,02899,,Both
,"WAGNER COLLEGE, STATEN ISLAND, NEW YORK",2,02900,,Both
,WAIARIKI POLYTECHNIC,2,02901,,Both
,WAIKATO POLYTECHNIC,2,02902,,Both
,WAKAYAMA NATIONAL COLLEGE OF TECHNOLOGY,2,02903,,Both
,WAKE FOREST UNIVERSITYT WINSTON-SALEM,2,02904,,Both
,"WALLA WALLA UNIVERSITY/ WALLA WALLA COLLEGE, COLLEGE PLACE, WASHINGTON",2,02905,,Both
,"WALSH COLLEGE, CANTON, OHIO",2,02906,,Both
,"WALSH COLLEGE/ WALSH COLLEGE OF ACCOUNTANT AND BUSINESS , TROY, MICHIGAN",2,02907,,Both
,WANGANUI POLYTECHNIC/WANGANUI SCHOOL OF DESIGN,2,02908,,Both
,"WARNER PACIFIC COLLEGE, PORTLAND, OREGON",2,02909,,Both
,"WARNER SOUTHERN COLLEGE, LAKE WALES, FLORIDA",2,02910,,Both
,"WARREN WILSON COLLEGE, SWANNANOA, NORTH CAROLINA",2,02911,,Both
,"WARTBURG COLLEGE, WAVERLY, IOWA",2,02912,,Both
,"WARWICK MEDICAL SCHOOL, WARWICK UNIVERSITY",2,02913,,Both
,WASEDA UNIVERSITY,2,02914,,Both
,"WASHBURN UNIVERSITY TOPEKA, TOPEKA, KANSAS",2,02915,,Both
,"WASHINGTON & JEFFERSON COLLEGE, WASHINGTON, PENNSYLVANIA",2,02916,,Both
,"WASHINGTON AND LEE UNIVERSITY, LEXINGTON, VIRGINIA",2,02917,,Both
,"WASHINGTON COLLEGE, CHESTERTOWN, MARYLAND",2,02918,,Both
,"WASHINGTON STATE UNIVERSITY, PULLMAN, WASHINGTON",2,02919,,Both
,"WASHINGTON UNIVERSITY, ST. LOUIS, MISSOURI",2,02920,,Both
,"WAYLAND BAPTIST UNIVERSITY/ WAYLAND BAPTIST COLLEGE, PLAINVIEW, TEXAS",2,02921,,Both
,"WAYNE STATE COLLEGE, WAYNE, NEBRASKA",2,02922,,Both
,"WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE, DETROIT",2,02923,,Both
,"WAYNE STATE UNIVERSITY, DETROIT, MICHIGAN",2,02924,,Both
,"WAYNESBURG UNIVERSITY/ WAYNESBURG COLLEGE, WAYNESBURG, PENNSYLVANIA",2,02925,,Both
,"WEBB INSTITUTE OF NAVAL ARCHITECTURE, GLEN COVE, NEW YORK",2,02926,,Both
,"WEBBER COLLEGE, BABSON PARK, FLORIDA",2,02927,,Both
,"WEBER STATE UNIVERSITY/ WEBER STATE COLLEGE, OGDEN, UTAH",2,02928,,Both
,"WEBSTER UNIVERSITY, ST. LOUIS, MISSOURI",2,02929,,Both
,"WELLESLEY COLLEGE, WELLESLEY, MASSACHUSETTS",2,02930,,Both
,WELLINGTON INSTITUTE OF TECHNOLOGY/CENTRAL INSTITUTE OF TECHNOLOGY,2,02931,,Both
,WELLINGTON POLYTECHNIC,2,02932,,Both
,"WELLS COLLEGE, AURORA, NEW YORK",2,02933,,Both
,"WENTWORTH INSTITUTE OF TECHNOLOGY, BOSTON, MASSACHUSETTS",2,02934,,Both
,"WESLEY COLLEGE, DOVER, DELAWARE",2,02935,,Both
,"WESLEY COLLEGE, FLORENCE, MISSISSIPPI",2,02936,,Both
,"WESLEYAN COLLEGE, MACON, GEORGIA",2,02937,,Both
,"WESLEYAN UNIVERSITY. MIDDLETOWN, CONNECTICUT",2,02938,,Both
,"WEST CHESTER UNIVERSITY OF PENNSYLVANIA, WEST CHESTER, PENNSYLVANIA",2,02939,,Both
,"WEST CHESTER UNIVERSITY/ WEST CHESTER STATE COLLEGE, WEST CHESTER, PENNSYLVANIA",2,02940,,Both
,"WEST FLORIDA UNIVERSITY, TENSACOLA",2,02941,,Both
,"WEST GEORGIA COLLEGE, CARROLLTON, GEORGIA",2,02942,,Both
,"WEST HERTS COLLEGE, WATFORD",2,02943,,Both
,"WEST LIBERTY UNIVERSITY/ WEST LIBERTY STATE COLLEGE, WEST LIBERTY, WEST VIRGINIA",2,02944,,Both
,WEST LONDON INSTITUTE OF HIGHER EDUCATION,2,02945,,Both
,WEST OF SCOTLAND COLLEGE OF DOMESTIC SCIENCE,2,02946,,Both
,"WEST PAKISTAN AGRICULTURAL UNIVERSITY, LYALLPUR",2,02947,,Both
,WEST SURREY COLLEGE OF ART & DESIGN,2,02948,,Both
,"WEST TEXAS STATE UNIVERSITY, CANYON, TEXAS",2,02949,,Both
